name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
La Clinica De Familia Inc,,8600 Bataan Memorial East,,Las Cruces,NM,88011,575-528-6440,575-525-4817,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD IPC SPS
Zia Recovery Center,,303 North Alameda Boulevard,,Las Cruces,NM,88005,575-523-0111,,,,,SA DT HH SUMH * OP RES ODT OIT ORT RD RL * BU NU * ACMA PMAT * AUPC * UN RPN * BWN NXN VTRL MMD NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTP * CARF * ITU MD MI PI SF SI * TAY WN MN GL VET CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD * BABA DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD TOD * ADTX BDTX CDTX MDTX ODTX MDET * HEOH SAE ICO GCO FCO MCO VOC * SMPD * YAD ADLT * FEM MALE * VPPD * CM MHS SSD TA IPC SPS
El Centro Family Health,Highlands University Clinic,901 Baca Avenue,,Las Vegas,NM,87701,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
El Centro Family Health,Las Vegas Clinic,1235 8th Street,,Las Vegas,NM,87701,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
Rio Grande ATP Inc,Intensive Outpatient Treatment,2301 7th Street,Suite A,Las Vegas,NM,87701,575-737-5533,505-454-9611,,,,SA * OP OIT ORT * RPE * ACMA * AURPE AUPC * MOA * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG CARF * FSA MD PI SF SI * PA SS * TAY WN PW MN SE GL VET ADM CJ CO HV XA DV TRMA * CSAA ISC OPC SSA * BABA DAOF DAUT * ACC DP OFD * SHG HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * DU * SP * VPPD * CM DVFP SSD
Recovery Management Center,,603 Hadeco Drive,,Lordsburg,NM,88045,575-542-8447,,,,,SA SUMH * OP OIT ORT * BU * RPE * ACMA * AURPE * MOA * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH STDH CARF COA HFAP HLA JC NCQA DEA * FSA MD PI SF * SS * AD TAY WN PW MN SE GL VET MF CJ CO COPSU XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * DU * SP * VPPD * CM DVFP MHS SSD TA IPC SPS
Los Alamos Family Council Inc,,1350 Central Avenue,Suite 102,Los Alamos,NM,87544,505-662-4160,505-662-3264,,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * ANG CBT CMI MOTI RELP SACA TELE TRC TWFA * PVTN * STMH STDH * MD PI SF SI * CMHA CSAA ISC OPC SSA SMHD * ACC DP * SHG AOSS * TOD * SAE TCC ICO GCO FCO MCO * SMOP * CHLD ADLT * FEM MALE * SP * VAPP * DVFP MHS SSD SPS
Central New Mexico Counseling Service,,475 Courthouse Road,Suite A,Los Lunas,NM,87031,505-565-9496,,,,,SA SUMH * OP ORT * NMAUT * NMOA * ANG BIA CBT SACA TELE TRC * PVTP * STAG STMH * MD MI PI SF SI * CMHA CSAA STU SSA SMHD PIEC * ACC DP * TGD TOD * SAE TCC ICO FCO MCO * SMPD * CHLD ADLT * FEM MALE * VPPD * CM DVFP MHS SSD SPS
Crossroads for Women,The Pavilion,---,,Los Lunas,NM,87031,505-865-2249,,,,,SA HH SUMH * RES RL * NAUT * NOOP * MOTI RELP TRC * PVTN * FQHC * FSA * CJ CO TRMA * CSAA OPC SSA SMHD * BABA DAUT * DP * HS AOSS EMP * TOD * SAE VOC * SMPD * YAD ADLT SNR * FEM * VAPN * CM MHS SSD
First Choice Community Healthcare,,145 Don Pasqual NW,,Los Lunas,NM,87031,505-865-4618,505-861-1013,,,,SA DT SUMH * OP OD OMB ORT * BU NU * PMAT * AUINPE * DB BUM UB UN RPN DLC MWS * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STMH STDH COA JC FQHC * FSA MC MD MI PI SF SI * PA SS * CMHA CSAA ISC MHPA STU SSA SMHD * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * HS AOSS * TGD TOD * ADTX BDTX CDTX MDTX ODTX * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH * VAPN * CM EIH MHS SSD TA IPC SPS
Village of Los Lunas,Valencia County DWI Program,3445 Lambros Loop,,Los Lunas,NM,87031,505-352-7611,,505-352-7610,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * ANG BIA CBT MOTI RELP SACA TELE TRC * LCCG * STAG * FSA NP * PA * TAY WN MN CJ CO DV * CSAA ISC OPC STU SSA SMHD PIEC * BABA DAUT * ACC DP * HS AOSS * TGD TOD * SAE TCC ICO GCO FCO * SMPD * CHLD ADLT * FEM MALE * DU * SP * VPPD * ACU CM DVFP MHS SSD SPS
La Clinica De Familia Inc,,2355 Avenidad de Mesilla,,Mesilla,NM,88046,575-528-6440,575-373-9202,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM DVFP EIH MHS SSD IPC SPS
Mountain Center,Transitional Living Program,---,,Pena Blanca,NM,87041,505-465-2040,505-465-2040 x19,505-465-2040 x12,,,SA HH SUMH * HI OP RES HIT OIT ORT RL * NAUT * NMOA * LFXD CLND MMD * CBT MOTI RELP SACA TRC TWFA * PVTN * FSA ITU MC MD SF SI SAMF * WN PW CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC STU SSA SMHD PIEC * DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO VOC * SMPD * YAD ADLT SNR * FEM * VAPN * BC CM CCC EIH MHS SSD TA SPS
Santa Fe Mountain Center Inc,Transitional Living Program,---,,Pena Blanca,NM,87041,505-465-2040,,505-690-0351,,,SA HH SUMH * HI OP RES HIT ORT RL * BU * INPE RPE PC * NMAUT * BUM MOA * BWN * CBT MOTI RELP SACA TELE TRC * PVTN * STMH * FSA MC MD * WN PW CO TRMA * CMHA CSAA OPC STU SSA SMHD * DAUT HIVT HCT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * SAE ICO GCO * SMPD * YAD ADLT SNR * FEM * VPPD * ACU BC CM CCC MHS SSD SPS
El Centro Family Health,Penasco Clinic,State Road 75,Suite 15136,Penasco,NM,87553,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
Mental Health Resources Inc,Mental Health and Substance Abuse,300 East 1st Street,,Portales,NM,88130,575-359-1221,,,,,SA SUMH * OP ORT * BU * PMAT * AUINPE * MMD * ANG MOTI MXM RELP TELE TRC TWFA * PVTN * STMH STDH CARF * FSA MC MD MI PI SF SI * SS * CO * CMHA CSAA ISC OPC SSA SMHD * ACC DP NOE * HS AOSS PEER EMP * TOD * SAE ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * SP * VAPN * CM MHS SSD SPS
Pueblo of Acoma Behavioral Hlth Servs,,45 Pinsbarri Drive,,Pueblo of Acoma,NM,87034,505-552-6661 x5166,505-552-6661,,,,SA * OP ORT * NMAUT * NMOA * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * TBG * STAG STMH STDH * FSA ITU MD SAMF * AD TAY WN MN SE GL VET ADM MF CJ CO COPSU XA DV TRMA * CMHA CSAA OPC STU SSA SMHD * ACC DP OFD * SHG HS AOSS RC PEER * TOD * SAE TCC ICO GCO FCO MCO * SMON * CHLD ADLT * FEM MALE * DU * VPPD * ACU CM MHS SSD TA SPS
Presbyterian Medical Services,Questa Health Center,2573 State Highway 522,,Questa,NM,87556,575-586-0315,,,,,SA SUMH * OP OMB ORT * BU * NMAUT * BUM UB * BWN MMD NRT NSC * BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH JC FQHC SOTP DEA * FSA MC MD MI PI SF SI * SS * CMHA CSAA MHPA STU SSA SMHD * DAUT HIVT STDT TBS MST HBT HCT * DP NOE * HS AOSS EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM MHS SSD IPC SPS
El Centro Family Health,San Miguel Clinic,275 New Mexico 3,Building 2,Ribera,NM,87560,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
Desert Mountain Healing IOP LLC,,3301 Southern Boulevard,Suite 105,Rio Rancho,NM,87124,505-270-0840,,,,,SA DT SUMH * OP OD ODT OIT OMB ORT * BU NU * RPE * ACMA PMAT * AURPE * DB BUM UB UN RPN MOA MWS * BWN NXN MMD * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TRC TWFA * PVTP * STAG STMH STDH * ITU MC MD MI PI SF SI SAMF * TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS PEER EMP * ADTX BDTX CDTX MDTX ODTX MDET * SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * SP * VPPD * CM DVFP SSD SPS
Icarus Behavioral Health,,2501 Monterrey Road NE,,Rio Rancho,NM,87144,505-305-0902,,,,,SA SUMH * RES RL RS * BU NU * PMAT * AUINPE * BUM UB RPN MWS * BWN BWON BERI NXN VTRL MMD * ANG BIA CBT CMI MOTI RELP SACA TRC * PVTP * STAG JC * MD MI PI SF * WN MN CO COPSU * CMHA CSAA OPC MHPA STU SSA SMHD * DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * SAE ICO GCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM MHS SSD TA SPS
Icarus Behavioral Health,,5408 Vera Cruz Road NE,,Rio Rancho,NM,87144,505-305-0902,,,,,SA SUMH * RES RL RS * BU NU * PMAT * AUINPE * BUM UB RPN MWS * BWN BWON BERI NXN VTRL MMD * ANG BIA CBT CMI MOTI RELP SACA TRC * PVTP * STAG JC * MD MI PI SF * WN MN CO COPSU * CMHA CSAA OPC MHPA STU SSA SMHD * DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * SAE ICO GCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM MHS SSD TA SPS
ReCycled Man LLC,DBA A New Awakening Rio Rancho,1207 Golf Course Road,Suite C,Rio Rancho,NM,87124,505-994-4100,505-891-8403,,,,SA SUMH * OP OIT ORT * NMAUT * NMOA * ANG CBT CMI MOTI MXM SACA TELE TRC * PVTP * STAG STMH STDH * MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA SSA SMHD PIEC * DAOF DAUT * DP OFD * SHG PEER * TOD * SAE ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * SP * VPPD * MHS SPS
Rio Rancho Health Services,,1558 Stephanie Road SE,,Rio Rancho,NM,87124,505-896-5517,,,,,SA DT * OP OD OMB ORT * MU BU NU * NAUT * DB BUM OTP DM MM UB * METH BWN * SACA * PVTP * FSA MD SF * WN MN SE GL VET ADM MF CJ CO XA DV * CSAA OPC SSA SMHD PIEC * DAUT TBS * DP NOE OFD * AOSS PEER EMP * TOD * BDTX MDTX ODTX MDET * SAE ICO FCO MCO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VAPN * CM MHS SSD
New Mexico Rehabilitation Center,,72 Gail Harris,,Roswell,NM,88203,575-347-3400,,,,,SA DT SUMH * HI OP RES HID OIT RD RS * BU NU * PMAT * AUINPE AURPE * NMOA * BWN NXN MMD NRT * ANG BIA CBT CMI MOTI MXM RELP SACA TRC TWFA * STG * HLA JC * FSA MC MD MI PI SF SI * PA * TAY WN MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * SHG * ADTX BDTX CDTX MDTX ODTX MDET * SAE TCC ICO GCO * SMON * YAD ADLT * FEM MALE * VAPN * CM SSD
Recovery Services of Southern NM LLC,Roswell Clinic,1107 South Atkinson Street,,Roswell,NM,88203,575-578-4826,,575-578-4825,,,SA * OP OMB ORT * MU NU * NAUT * OTP MM * METH NXN * BIA CBT MOTI RELP SACA TELE TRC * PVTP * STAG STMH STDH CARF SOTP DEA * MC MD PI SF * TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CSAA OPC MHPA STU SSA * BABA DAOF DAUT STDT TBS HCT * ACC DP NOE OFD * SHG HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VPPD * CM SSD SPS
El Centro Family Health,Roy Clinic,555 Wagon Mound Highway,,Roy,NM,87743,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
Presbyterian Medical Services,,1400 Sudderth Drive,,Ruidoso,NM,88345,575-415-6501,,,,,SA SUMH * OP OMB ORT * BU NU * INPE * ACMA * AUPC * BUM UB UN RPN MOA MWS * DSF BWN BWON NXN CLND MMD * ANG BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STDH JC FQHC * MC MD MI PI SF SI * SS * WN MN CO * CMHA CSAA ISC OPC STU SSA SMHD * DAUT * DP NOE * HS AOSS EMP * TGD TOD * SAE TCC ICO GCO FCO MCO VOC * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * DVFP MHS SSD SPS
Bicycle Health,Telehealth,---,,Santa Fe,NM,87501,844-943-2514,,,,,SA * OP OMB * BU * INPE * NAUT * BUM UB MOA MWS * BWN * CBT MOTI RELP SACA TELE * PVTP * STAG STDH * MC MD PI SF * WN MN * CMHA CSAA OPC MHPA STU SSA SMHD * DAOF DAUT * ACC DP NOE OFD * SHG RC PEER * SAE ICO GCO * SMON * YAD ADLT * FEM MALE * OUDO * VAPN * CM MHS SSD
Life Link,,2325 Cerrillos Road,,Santa Fe,NM,87505,505-438-0010,505-438-0010 x22,505-438-0010 x10,,,SA SUMH * OP OIT OMB ORT * BU NU * NMAUT * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MMD NRT NSC * ANG CBT CMI CRV MOTI RELP SACA TELE TRC * PVTN * STMH STDH CARF * FSA MC MD MI PI SF SI SAMF * TAY WN MN CO TRMA * CMHA CSAA ISC OPC STU SSA SMHD * BABA DAUT HIVT HCT * ACC DP NOE * HS AOSS PEER EMP * HAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * CHLD YAD ADLT * FEM MALE * SP * VPPD * CM DVFP MHS SSD
Nambe Pueblo,Tewa Roots Society,15A NP 102 West,,Santa Fe,NM,87506,505-455-5591,505-930-2784,,,,SA SUMH * OP OIT ORT * BU * PC * ACMA * AURPE * MOA * BWN * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * TBG * FSA ITU MD PI SF SAMF * PA SS * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * CHLD ADLT SNR * FEM MALE * VPPD * ACU CM DVFP MHS SSD TA SPS
Presbyterian Medical Services,Santa Fe Community Guidance Center,2960 Rodeo Park Drive West,,Santa Fe,NM,87505,505-986-9633,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUINPE AURPE * BUM UB UN RPN MWS * ACM BSDM BWN BWON NXN VTRL MHCV CLND MMD NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH JC FQHC SOTP DEA * FSA MC MD MI PI SF SI * SE CO TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAUT HIVT STDT TBS MST HBT HCT * DP NOE OFD * HS AOSS PEER * TOD * TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM MHS SSD IPC SPS
Santa Fe Health Services,,1549 South Saint Francis Drive,,Santa Fe,NM,87505,505-820-9970,,,,,SA DT * OP OD OMB ORT * MU BU NU * NAUT * DB BUM OTP DM MM UB * METH BWN * SACA * PVTP * FSA MD SF * WN MN SE GL VET MF CO * CSAA SSA * DAUT TBS * DP NOE OFD * AOSS PEER EMP * TOD * BDTX MDTX ODTX MDET * SAE ICO FCO MCO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VAPN * CM MHS SSD
Santa Fe Recovery Center,Outpatient,2504 Camino Entrada,,Santa Fe,NM,87507,505-471-4985,,,,,SA DT HH SUMH * OP RES OIT OMB ORT RD RL RS * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * DB BUM UB UN RPN MOA DLC MWS * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * CBT MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STDH CARF * FSA MD PI SF SI * PA SS * TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * SP * VAPN * ACU BC CM CCC DVFP EIH MHS SSD TA SPS
New Mexico Behav Health Institute,Community Based Services,801 4th Street,,Santa Rosa,NM,88435,575-472-3768,575-472-3068,,,,SA * OP ORT * PSYH * PC * ACMA * AUPC * MOA * MMD NSC * CBT SACA * STG * STDH JC * FSA MC MD MI PI SF SI SAMF * PA SS * CMHA CSAA ISC OPC STU SSA SMHD * ACC DP OFD * HS AOSS * HAEC TAEC SAE TCC ICO GCO FCO * SMON * YAD ADLT * FEM MALE * AH * VAPN * DVFP MHS SSD
La Clinica De Familia Inc,,100 Airport Road,,Santa Teresa,NM,88008,575-528-6440,,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM DVFP EIH MHS SSD IPC SPS
Navajo Regional,Behavioral Health Center,North 491 Highway,Pinon Cottonwood Drive,Shiprock,NM,87420,505-368-1050 x1438,,,,,SA SUMH * OP RES OIT ORT RL RS * PC * ACMA * AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * IH TBG * CARF FQHC * FSA ITU MD SI SAMF * PA * AD TAY WN PW MN SE GL VET CJ CO COPSU HV XA DV TRMA * CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * SHG AOSS RC PEER * TOD * SAE TCC ICO GCO FCO MCO VOC * SMON * CHLD ADLT * FEM MALE * NX * VAPN * ACU CM DVFP MHS SSD SPS
Recovery Management Center,,1311 Grant Street,Suite A,Silver City,NM,88061,575-388-1447,,,,,SA SUMH * OP OIT ORT * BU * RPE * ACMA * AURPE * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH STDH CARF COA HFAP HLA JC NCQA DEA * FSA MD PI SF * SS * AD TAY WN PW MN SE GL VET MF CJ CO COPSU XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * DU * SP * VPPD * CM DVFP MHS SSD TA IPC SPS
Tu Casa,,3200 32nd Street Bypass,,Silver City,NM,88061,575-597-2650,,,,,SA SUMH * OP OMB ORT * BU NU * INPE * NMAUT * BUM UB UN RPN MOA * ACM DSF BWN BERI NXN VTRL MMD NSC * ANG BIA CBT CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTN * FQHC * FSA MD MI PI SF SI * PA SS * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAOF * ACC DP NOE * HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * OUDO * AH * VPPD * CM DVFP MHS SSD IPC SPS
Presbyterian Medical Services,Socorro Mental Health,1200 Highway 60 West,,Socorro,NM,87801,575-835-2444,,,,,SA SUMH * OP ORT * INPE * ACMA * AUINPE * MOA * ANG BIA CBT MOTI MXM RELP SACA TELE TRC * PVTN * STMH STDH JC FQHC * ITU MC MD MI PI SF SI * PA SS * CO TRMA * CMHA CSAA ISC STU SSA SMHD * ACC DP * HS AOSS RC * TOD * SAE ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * DU * SP * VAPN * CM MHS SSD SPS
El Centro Family Health,Springer Clinic,502 4th Street,,Springer,NM,87747,800-284-7284,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUPC * BUM UB UN RPN * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * FSA MC MD MI PI SF SI * SS * WN PW * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * SHG HS AOSS PEER * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH SP * VAPN * CM EIH MHS SSD IPC SPS
La Clinica De Familia Inc,,2625 McNutt Road,Building B,Sunland Park,NM,88063,575-526-1105 x2444,575-525-4811,,,,SA * OP ORT * RPE * ACMA * AURPE * MOA MWS * MMD * BIA CBT MOTI RELP SACA TRC * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAOF DAUT * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * HAEC TAEC SAE ICO GCO FCO VOC * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD TA SPS
La Clinica De Familia Inc,,2625 McNutt Road,,Sunland Park,NM,88063,575-528-6440,575-528-6400,,,,SA * OP ORT * NAUT * NOOP * MMD * STG * STMH STDH JC FQHC * FSA MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * STDT TBS MST HBT HCT * ACC DP NOE OFD * TOD * HAEC TAEC SAE ICO GCO FCO VOC * HAV HBV * SMPD * ADLT SNR * FEM MALE * AH SP * VPPD * CM DVFP EIH MHS SSD IPC SPS
